L_Elbow,R_Elbow,L_Shoulder,R_Shoulder,L_Wrist,R_Wrist,L_Hip,R_Hip,L_Knee,R_Knee,L_Ankle,R_Ankle,Spine
132.0692640692639,148.38528138528122,66.73160173160166,33.15584415584412,148.2640692640691,79.9999999999999,44.90909090909085,59.22077922077914,71.04329004328996,67.72294372294364,81.26406926406918,75.12121212121203,162.86147186147167
124.8571428571427,136.12554112554096,59.80519480519474,36.23376623376619,146.49350649350632,93.43722943722933,43.14718614718609,43.62337662337657,65.32900432900425,52.98701298701292,77.58874458874449,71.65367965367957,160.87878787878768
122.16883116883102,127.92640692640677,53.4632034632034,36.69696969696965,141.4761904761903,106.70562770562758,37.55844155844151,45.658008658008605,57.5714285714285,52.08658008658002,76.04329004328996,65.89177489177482,160.4805194805193
117.09523809523796,119.61471861471847,44.39826839826834,33.545454545454504,138.83549783549768,121.5454545454544,45.28138528138523,51.411255411255354,60.095238095238024,53.69696969696963,74.80086580086572,61.29437229437222,162.0822510822509
119.70562770562756,121.27272727272714,28.545454545454508,24.883116883116852,125.51082251082236,121.76623376623363,45.086580086580035,51.06926406926401,56.24242424242418,51.53246753246747,72.29870129870122,55.549783549783484,164.9913419913418
119.0519480519479,124.57142857142843,27.965367965367932,28.2380952380952,127.23376623376609,134.51082251082235,46.81818181818176,53.70995670995664,52.74458874458868,48.14718614718609,68.10389610389602,49.53679653679648,164.9090909090907
131.9523809523808,132.58441558441544,37.502164502164455,33.45887445887442,130.85281385281368,134.160173160173,47.72294372294367,55.22510822510816,49.034632034631976,47.18614718614713,63.38528138528131,47.077922077922025,164.42857142857125
153.12554112554096,146.6753246753245,37.20779220779217,32.95238095238091,117.80952380952367,118.51082251082236,47.23376623376618,54.63203463203457,47.441558441558385,47.601731601731544,59.80519480519474,47.80086580086574,164.190476190476
154.25541125541108,148.62337662337646,37.68398268398264,34.73160173160169,118.42857142857129,118.77056277056263,45.1515151515151,52.17316017316011,44.246753246753194,47.10389610389605,54.142857142857075,48.93073593073587,163.86580086580065
152.7619047619046,151.06926406926388,36.50216450216446,33.199134199134164,117.7402597402596,114.18614718614705,43.91341991341986,48.91774891774886,46.14718614718609,48.13419913419908,55.974025974025906,50.13852813852808,164.64502164502144
142.32467532467516,153.03463203463184,33.982683982683945,29.40692640692637,122.09956709956695,106.91341991341979,42.96536796536791,46.36796536796531,47.666666666666615,48.848484848484794,57.2683982683982,50.53246753246747,166.53246753246734
127.53246753246738,149.4891774891773,28.97402597402594,23.619047619047592,127.37229437229422,99.30735930735919,42.33766233766229,43.870129870129816,48.861471861471806,49.38095238095232,57.190476190476126,50.48484848484842,168.9783549783548
117.08225108225093,149.16450216450198,20.419913419913396,15.19913419913418,126.60173160173146,89.68398268398258,42.01731601731597,41.277056277056225,49.16883116883111,50.5584415584415,56.63203463203457,50.48917748917743,171.94805194805176
106.57575757575745,147.2857142857141,29.238095238095205,13.978354978354961,143.0779220779219,95.24675324675313,37.515151515151466,41.329004329004285,42.705627705627656,47.5627705627705,53.792207792207726,48.73593073593067,179.98268398268377
110.8268398268397,149.32467532467516,28.69264069264066,16.870129870129848,146.5714285714284,96.33766233766222,38.264069264069214,33.48051948051944,44.16450216450211,42.92640692640687,52.796536796536735,49.90476190476185,175.69264069264048
123.26406926406911,157.181818181818,36.562770562770524,37.099567099567054,135.3506493506492,105.24242424242412,61.675324675324596,54.45454545454539,68.24675324675317,63.852813852813775,57.926406926406855,55.545454545454476,147.25974025974008
134.92207792207776,158.14285714285697,40.8441558441558,50.99134199134193,123.51082251082236,115.11688311688297,85.11255411255401,74.2857142857142,91.94805194805184,82.45887445887436,64.13419913419906,60.285714285714214,128.63203463203448
138.70562770562753,150.29870129870113,42.731601731601685,57.341991341991275,117.99134199134186,124.76623376623361,97.41991341991331,84.4978354978354,104.25541125541115,91.66666666666656,66.49783549783542,61.39393939393932,119.29870129870115
136.20779220779204,145.8441558441557,43.57142857142852,67.74458874458867,120.33333333333319,133.97835497835482,102.14718614718603,88.61471861471851,107.80086580086568,93.91774891774881,66.85281385281378,60.34199134199127,118.02597402597388
