L_Elbow,R_Elbow,L_Shoulder,R_Shoulder,L_Wrist,R_Wrist,L_Hip,R_Hip,L_Knee,R_Knee,L_Ankle,R_Ankle,Spine
173.07792207792187,167.78354978354957,109.41558441558429,60.98701298701291,145.20779220779204,144.2510822510821,70.25108225108217,64.61904761904754,93.74458874458863,58.69264069264062,86.6017316017315,70.67532467532459,152.84415584415567
171.13852813852793,164.93073593073575,107.91774891774878,59.147186147186076,143.29004329004312,138.55411255411238,96.27705627705616,81.87445887445878,120.142857142857,80.05627705627697,88.3116883116882,69.45021645021637,158.94372294372275
168.8917748917747,161.3030303030301,108.87445887445874,55.59740259740253,145.20346320346303,129.29437229437215,120.85281385281371,94.98701298701287,147.05194805194787,96.08658008657997,89.02164502164491,68.49350649350642,164.3030303030301
168.1082251082249,158.97402597402578,111.35930735930722,51.225108225108166,148.60173160173142,119.54978354978341,134.39393939393923,99.66233766233755,161.05194805194787,99.74025974025963,88.27705627705618,67.36796536796528,167.02164502164482
167.02164502164482,157.75757575757558,114.65367965367952,49.39826839826834,151.9870129870128,110.69696969696957,136.64935064935048,96.31601731601721,163.87012987012966,93.82683982683972,85.06926406926397,63.5800865800865,168.48917748917728
168.1038961038959,161.74025974025955,125.87878787878773,34.58441558441554,158.0995670995669,102.98268398268385,133.35497835497821,83.78787878787868,161.4025974025972,79.1861471861471,82.32034632034622,60.077922077922004,171.60173160173142
170.84415584415564,160.6709956709955,120.67965367965355,37.103896103896055,150.82251082251065,103.17748917748905,133.30303030303014,71.03463203463195,161.4935064935063,65.76190476190469,84.84848484848474,59.03896103896097,169.75757575757555
165.23809523809504,157.23376623376603,101.96536796536786,48.30735930735925,148.4112554112552,103.36363636363625,137.3636363636362,54.99567099567093,164.5021645021643,52.562770562770496,91.13419913419902,62.329004329004256,164.207792207792
159.67532467532448,158.32467532467513,75.50216450216442,64.9696969696969,138.33333333333317,109.47186147186135,141.91774891774875,39.125541125541076,165.74891774891756,41.069264069264015,100.5194805194804,66.78787878787871,156.54978354978337
150.21212121212102,152.19913419913402,49.580086580086515,79.3982683982683,125.07359307359292,106.27705627705615,140.03463203463187,39.99134199134195,161.80952380952363,52.3636363636363,106.96969696969684,71.91774891774884,152.83116883116864
137.07359307359292,143.41991341991323,25.008658008657974,94.7099567099566,116.70562770562758,101.69696969696957,131.63203463203448,32.974025974025935,153.96103896103878,57.57575757575751,112.08658008657996,77.92207792207783,145.60173160173142
121.01298701298687,142.2857142857141,15.662337662337638,94.63636363636353,116.50649350649337,89.29004329004319,112.23809523809511,26.1341991341991,137.70995670995654,58.2683982683982,115.60173160173147,84.50649350649341,144.30735930735912
113.28138528138514,139.68398268398252,15.064935064935044,82.87445887445878,122.70129870129855,85.16017316017306,91.64069264069254,19.20779220779218,119.07359307359293,60.32467532467525,112.01731601731588,92.53246753246742,153.84848484848467
112.90043290043276,144.44155844155827,29.242424242424207,55.24242424242418,126.07792207792193,85.93506493506483,77.89610389610381,24.848484848484816,106.53679653679642,67.3766233766233,114.11255411255398,104.78787878787867,156.3549783549782
120.94372294372279,147.99567099567082,35.25108225108221,42.17748917748912,127.63636363636348,101.29004329004317,71.67965367965358,43.437229437229384,101.41125541125528,80.82251082251074,122.41125541125527,121.15151515151501,149.2857142857141
126.03896103896089,152.4502164502163,41.98268398268393,32.939393939393895,141.22943722943705,121.16450216450203,58.714285714285644,55.10822510822504,87.92640692640681,82.72294372294363,128.6233766233765,132.0562770562769,139.00432900432884
136.68831168831153,159.85714285714266,47.450216450216395,31.670995670995634,141.0779220779219,142.0606060606059,67.082251082251,71.45454545454538,97.64502164502153,91.38528138528129,130.19047619047603,134.83116883116867,138.6709956709955
145.8701298701297,159.194805194805,50.80086580086574,31.744588744588704,140.5454545454544,156.90909090909074,81.33333333333324,88.79220779220769,106.26406926406914,95.29437229437218,125.02164502164487,130.48484848484833,136.6796536796535
151.97402597402578,154.64502164502147,57.06060606060599,45.458874458874405,143.8744588744587,162.78354978354957,89.22510822510812,92.12987012987003,103.54978354978343,90.81818181818171,116.9350649350648,132.23376623376606,138.9653679653678
150.42424242424224,154.90909090909074,67.22943722943715,46.04329004328999,147.61038961038943,156.94805194805176,89.45454545454535,91.34632034632024,95.1991341991341,77.95670995670986,118.24242424242411,117.48484848484834,141.83982683982666
148.38528138528122,152.16450216450198,72.1904761904761,46.81385281385276,156.25108225108207,153.3030303030301,88.45887445887436,84.66666666666657,80.03896103896095,61.08225108225101,112.8225108225107,108.16450216450204,146.83116883116867
